Year,Rank,Name,NOC,Class
2018,77,Sergey Tikhomirov,KAZ,K1 - Men
2018,78,Edgars Gravitis,LAT,K1 - Men
2018,79,Ralfs Maisins,LAT,K1 - Men
2018,80,Finley Capstick,CAN,K1 - Men
2019,1,Anatole Delassus,FRA,K1 - Men
2019,2,Jakub Krejci,CZE,K1 - Men
2019,3,Vid Ostrbenk,SLO,K1 - Men
2019,4,Jonny Dickson,GBR,K1 - Men
2019,5,Pau Echaniz,ESP,K1 - Men
2019,6,Ben Haylett,GBR,K1 - Men
2019,7,Lan Tominc,SLO,K1 - Men
2019,8,Maximillian Dilli,GER,K1 - Men
2019,9,Etienne Chappell,GBR,K1 - Men
2019,10,Jakob Luther,ITA,K1 - Men
2019,11,Joshua Joseph,USA,K1 - Men
2019,12,Ulan Valant,SLO,K1 - Men
2019,13,Michal Ciaglo,POL,K1 - Men
2019,14,Piotr Prusak,POL,K1 - Men
2019,15,Koppany Racz,HUN,K1 - Men
2019,16,Matej Blascik,SVK,K1 - Men
2019,17,Leonardo Grimandi,ITA,K1 - Men
2019,18,Matus Stafen,SVK,K1 - Men
2019,19,Egor Smirnov,RUS,K1 - Men
2019,20,Martin Rudorfer,CZE,K1 - Men
2019,21,Noe Perreau,FRA,K1 - Men
2019,22,Mikhail Barykin,RUS,K1 - Men
2019,23,Paul Bretzinger,GER,K1 - Men
2019,24,Mael Rivard,CAN,K1 - Men
2019,25,Ilja Buran,SVK,K1 - Men
2019,26,Tom Babin,FRA,K1 - Men
2019,27,Adria Moyano,ESP,K1 - Men
2019,28,Alex Goni,ESP,K1 - Men
2019,29,Yusuke Muto,JPN,K1 - Men
2019,30,Tillmann Röller,GER,K1 - Men
2019,31,Adriaan Behets,BEL,K1 - Men
2019,32,Pitt Rohrer,SUI,K1 - Men
2019,33,Jack Choate,AUS,K1 - Men
2019,34,Jakub Mrazek,CZE,K1 - Men
2019,35,Oliver Puchner,NZL,K1 - Men
2019,36,Masaya Takiguchi,JPN,K1 - Men
2019,37,Paul Preisl,AUT,K1 - Men
2019,38,Angel Petrushev,MKD,K1 - Men
2019,39,Joshua Montalto,AUS,K1 - Men
2019,40,Mikolaj Mastalski,POL,K1 - Men
2019,41,Bradley Mclaughlan,AUS,K1 - Men
2019,42,Manuel Tripano,ARG,K1 - Men
2019,43,Marko Dordevic,SRB,K1 - Men
2019,44,Tommaso Barzon,ITA,K1 - Men
2019,45,Laurel Meyer,SUI,K1 - Men
2019,46,Yuuki Tanaka,JPN,K1 - Men
2019,47,Ralfs Jurjanis,LAT,K1 - Men
2019,48,Yoeri Welling,NED,K1 - Men
2019,49,Nicholas Tripano,ARG,K1 - Men
2019,50,Ivo Kurvins,LAT,K1 - Men
2019,51,Tobias Castiglione,ARG,K1 - Men
2019,52,Wesley Bolyard,USA,K1 - Men
2019,53,Calvin Widmer,SUI,K1 - Men
2019,54,Nour Ait Kaddour,MAR,K1 - Men
2019,55,Mohamed Bekkadour,ALG,K1 - Men
2019,56,Aleksandar Boskovic,SRB,K1 - Men
2019,57,Taylor Harris,NZL,K1 - Men
2019,58,Martin Vegse,CRO,K1 - Men
2019,59,Kipras Talacka,LTU,K1 - Men
2019,60,Arvid Lindberg,SWE,K1 - Men
2019,61,Ivan Kozlov,RUS,K1 - Men
2019,62,Mark Zielonka,CAN,K1 - Men
2019,63,Ethan Dowling,IRL,K1 - Men
2019,64,Gustas Malakauskas,LTU,K1 - Men
2019,65,Jean-Benoit Lemay,CAN,K1 - Men
2019,66,Lucas Aixner,AUT,K1 - Men
2019,67,Ossian Fiander,SWE,K1 - Men
2019,68,Adam Vaugh,IRL,K1 - Men
2019,69,Kaelin Friedenson,USA,K1 - Men
2019,70,George Snook,NZL,K1 - Men
2019,71,Frej Bratt,SWE,K1 - Men
2019,72,Ralfs Baldins,LAT,K1 - Men
2019,73,Tom Morley,IRL,K1 - Men
2019,74,Martin Maznev,MKD,K1 - Men
2019,75,Rytis Selepionokas,LTU,K1 - Men
2019,76,Jakov Matosevic,CRO,K1 - Men
2019,77,Chun-Chieh Wu,TPE,K1 - Men
2021,1,Titouan Castryck,FRA,K1 - Men
2021,2,Martin Rudorfer,CZE,K1 - Men
2021,3,Jan Locnikar,SLO,K1 - Men
2021,4,Matyas Novak,CZE,K1 - Men
2021,5,Matteo Pistoni,ITA,K1 - Men
2021,6,Egor Smirnov,RUS,K1 - Men
2021,7,Urban Gajsek,SLO,K1 - Men
2021,8,Marten Konrad,GER,K1 - Men
2021,9,Konstantin Kazakov,RUS,K1 - Men
2021,10,Gabriele Grimandi,ITA,K1 - Men
2021,11,Kaelin Friedenson,USA,K1 - Men
2021,12,Ondrej Macus,SVK,K1 - Men
2021,13,Jakob Savli,SLO,K1 - Men
2021,14,George Snook,NZL,K1 - Men
2021,15,Angel Petrushev,MKD,K1 - Men
2021,16,Michal Ciaglo,POL,K1 - Men
2021,17,Oskar Hillion,FRA,K1 - Men
2021,18,Mikolaj Mastalski,POL,K1 - Men
2021,19,Filip Stanko,SVK,K1 - Men
2021,20,Ilja Buran,SVK,K1 - Men
2021,21,Jan Piprek,POL,K1 - Men
2021,22,Christian Stanzel,GER,K1 - Men
2021,23,Jakub Mrazek,CZE,K1 - Men
2021,24,Ivan Kozlov,RUS,K1 - Men
2021,25,Haritz Azanza,ESP,K1 - Men
2021,26,Manel Contreras,ESP,K1 - Men
2021,27,Moritz Kremslehner,AUT,K1 - Men
2021,28,Davis Michael Jung,USA,K1 - Men
2021,29,Martin Vegse,CRO,K1 - Men
2021,30,Laurel Meyer,SUI,K1 - Men
2021,31,Mario Otero,ESP,K1 - Men
2021,32,Simon Zeitlhofer,AUT,K1 - Men
2021,33,Benjamin Kies,GER,K1 - Men
2021,34,Alex Baldoni,CAN,K1 - Men
2021,35,Jean-Benoit Lemay,CAN,K1 - Men
2021,36,Edouard Chenal,FRA,K1 - Men
2021,37,Paul Preisl,AUT,K1 - Men
2021,38,Tom Morley,IRL,K1 - Men
2021,39,Martin Gutknecht,SUI,K1 - Men
2021,40,Jakov Matosevic,CRO,K1 - Men
2021,41,Mathys Maniet,BEL,K1 - Men
2021,42,Gustas Malakauskas,LTU,K1 - Men
2021,43,Nicolas Fehlmann,SUI,K1 - Men
2021,44,Stefan Ribarski,MKD,K1 - Men
2021,45,Martins Plaudis,LAT,K1 - Men
2021,46,Antu Gonzalez,CHI,K1 - Men
2021,47,Ignacio Bakovic,CHI,K1 - Men
2021,48,Vuk Bazic,SRB,K1 - Men
2021,49,Matteo-Alexander Olar,ROU,K1 - Men
2021,50,Koce Ignatov,MKD,K1 - Men
2021,51,Patrick Kozma,ROU,K1 - Men
2021,52,Kyler James Long,USA,K1 - Men
2021,53,Nikola Novosel,CRO,K1 - Men
2021,54,Rimantas Pumputis,LTU,K1 - Men
2021,55,Paul Tirler,ITA,K1 - Men
2021,56,Solomon Maragh,JAM,K1 - Men
2021,57,Martin Gomez Y Cuadrado,BEL,K1 - Men
2021,58,Dan Ionut Corodan,ROU,K1 - Men
2021,59,Augustas Drazdauskas,LTU,K1 - Men
2022,1,Titouan Castryck,FRA,K1 - Men
2022,2,Stepan Venic,CZE,K1 - Men
2022,3,Sam Leaver,GBR,K1 - Men
2022,4,Matyas Novak,CZE,K1 - Men
2022,5,Filip Stanko,SVK,K1 - Men
2022,6,Michele Pistoni,ITA,K1 - Men
2022,7,Edward Mcdonald,GBR,K1 - Men
2022,8,Jan Piprek,POL,K1 - Men
2022,9,Xabier Ferrazzi,ITA,K1 - Men
2022,10,Gabriele Grimandi,ITA,K1 - Men
2022,11,Jonas Büchner,GER,K1 - Men
2022,12,Richard Rumansky,SVK,K1 - Men
2022,13,Roko Bengeri,CRO,K1 - Men
2022,14,Hugo Monasse,FRA,K1 - Men
2022,15,Manuel Tripano,ARG,K1 - Men
2022,16,Patrick Gutknecht,SUI,K1 - Men
2022,17,Sebastian Montalto,AUS,K1 - Men
2022,18,Atej Zobec Urbancic,SLO,K1 - Men
2022,19,Luis Erschig,GER,K1 - Men
2022,19,Angel Petrushev,MKD,K1 - Men
2022,21,Hamish Dalziel,AUS,K1 - Men
2022,22,Mark Crosbee,AUS,K1 - Men
2022,23,Manel Contreras,ESP,K1 - Men
2022,24,Adam Semerad,CZE,K1 - Men
2022,25,Mathys Maniet,BEL,K1 - Men
2022,26,Moritz Kremslehner,AUT,K1 - Men
2022,27,Martins Plaudis,LAT,K1 - Men
2022,28,Theo Reby,FRA,K1 - Men
2022,29,Daniel Parry,CAN,K1 - Men
2022,30,Ondrej Macus,SVK,K1 - Men
2022,31,Tom Goldsmith,NZL,K1 - Men
2022,32,Victor Eduardo Carneiro,BRA,K1 - Men
2022,33,Teppei Saito,JPN,K1 - Men
2022,34,Merle Long,USA,K1 - Men
2022,35,Nicolas Fehlmann,SUI,K1 - Men
2022,36,Wiktor Regiec,POL,K1 - Men
2022,37,Marten Konrad,GER,K1 - Men
2022,38,Ryota Imagawa,JPN,K1 - Men
2022,39,Rene Jeklin,SLO,K1 - Men
2022,40,Ziga Lin Hocevar,SLO,K1 - Men
2022,41,Simon Zeitlhofer,AUT,K1 - Men
2022,42,Samuel Hudson Sharp,USA,K1 - Men
2022,43,Artem Ivchenko,UKR,K1 - Men
2022,43,Davis Michael Jung,USA,K1 - Men
2022,45,Nathan Christensen,CAN,K1 - Men
2022,46,Paul Preisl,AUT,K1 - Men
2022,47,Marcin Kosciukiewicz,POL,K1 - Men
2022,48,Ikenna Mbelu,ESP,K1 - Men
2022,49,Javier Arruabarrna,ESP,K1 - Men
2022,50,Tobias Castiglione,ARG,K1 - Men
2022,51,Masato Hakomori,JPN,K1 - Men
2022,52,Isaac Zimmermann,CAN,K1 - Men
2022,53,Li-Hong Liao,TPE,K1 - Men
2022,54,Ben Pillbrow,NZL,K1 - Men
2022,55,Vincent Bloor,NZL,K1 - Men
2022,56,Vejas Pranskunas,LTU,K1 - Men
2022,57,Alexandr Korobov,KAZ,K1 - Men
2022,58,Sebastian Kober,ARG,K1 - Men
2022,59,Augustas Drazdauskas,LTU,K1 - Men
2022,60,Patrick Kozma,ROU,K1 - Men
2022,61,Stefan Ribarski,MKD,K1 - Men
2022,62,Carl Fiander,SWE,K1 - Men
2022,63,Matteo-Alexander Olar,ROU,K1 - Men
2022,64,Vilandas Stasiulevicius,LTU,K1 - Men
2022,65,Kasper Holdrinet,NED,K1 - Men
2022,66,Koce Ignatov,MKD,K1 - Men
2022,67,Dominic Kasper,SUI,K1 - Men
2022,68,Oscar Wyllie,GBR,K1 - Men
2022,69,Serhil Sovko,UKR,K1 - Men
2022,70,Imangali Mambetov,KAZ,K1 - Men
2022,71,Bohdan Polishchuk,UKR,K1 - Men
2022,72,Pradhumna Singh Rathod,IND,K1 - Men
2022,73,Vuk Bazic,SRB,K1 - Men
2022,74,Solomon Maragh,JAM,K1 - Men
2022,75,Beer Belien,NED,K1 - Men
2022,76,Artyom Poltoranin,KAZ,K1 - Men
2022,77,Gustaf Fiander,SWE,K1 - Men
2022,78,Dan Ionut Corodan,ROU,K1 - Men
2023,1,Xabier Ferrazzi,ITA,K1 - Men
2023,2,Martin Cornu,FRA,K1 - Men
2023,3,Ziga Lin Hocevar,SLO,K1 - Men
2023,4,Michal Kopecek,CZE,K1 - Men
2023,5,Marek Bizek,CZE,K1 - Men
2023,6,Serhil Sovko,UKR,K1 - Men
2023,7,Atej Zobec Urbancic,SLO,K1 - Men
2023,8,Matyas Novak,CZE,K1 - Men
2023,9,Enrico Dietz,GER,K1 - Men
2023,10,Jakub Sevcik,SVK,K1 - Men
2023,11,Teppei Saito,JPN,K1 - Men
2023,12,Nicolas Fehlmann,SUI,K1 - Men
2023,13,Salim Ahmad Jemai,TUN,K1 - Men
2023,14,Murray Robb,GBR,K1 - Men
2023,15,Ianis Triomphe,FRA,K1 - Men
2023,16,Faust Clotet,ESP,K1 - Men
2023,17,Christian Stanzel,GER,K1 - Men
2023,18,Miquel Farran,ESP,K1 - Men
2023,19,Artem Ivchenko,UKR,K1 - Men
2023,20,Enej Grm,SLO,K1 - Men
2023,21,Patrick Gutknecht,SUI,K1 - Men
2023,22,Ryota Imagawa,JPN,K1 - Men
2023,23,Michele Pistoni,ITA,K1 - Men
2023,24,Kyler James Long,USA,K1 - Men
2023,25,Erik Sprotowsky,GER,K1 - Men
2023,26,Richard Rumansky,SVK,K1 - Men
2023,27,Moritz Kremslehner,AUT,K1 - Men
2023,28,Victor Eduardo Carneiro,BRA,K1 - Men
2023,29,Marcin Kosciukiewicz,POL,K1 - Men
2023,30,Oscar Wyllie,GBR,K1 - Men
2023,31,James Stamp,AUS,K1 - Men
2023,32,Edgar Paleau-Brasseur,FRA,K1 - Men
2023,33,Gabriele Grimandi,ITA,K1 - Men
2023,34,Jonah Hanrahan,GBR,K1 - Men
2023,35,Daniel Hodas-Pauler,SVK,K1 - Men
2023,36,Keigo Yamamoto,JPN,K1 - Men
2023,37,Dominic Curtin,AUS,K1 - Men
2023,38,Vuk Bazic,SRB,K1 - Men
2023,39,Aitor Iriondo,ESP,K1 - Men
2023,40,Jan Piprek,POL,K1 - Men
2023,41,Tom Goldsmith,NZL,K1 - Men
2023,42,Owen Mckay,CAN,K1 - Men
2023,43,Simon Zeitlhofer,AUT,K1 - Men
2023,44,Martins Plaudis,LAT,K1 - Men
2023,45,Petar Radojkovic,SRB,K1 - Men
2023,46,Rokas Popiera,LTU,K1 - Men
2023,47,Vincent Bloor,NZL,K1 - Men
2023,48,Bennett George,USA,K1 - Men
2023,49,Gustaf Fiander,SWE,K1 - Men
2023,50,Beer Belien,NED,K1 - Men
2023,51,Yeonsu Na,KOR,K1 - Men
2023,52,Krzysztof Ksiazek,POL,K1 - Men
2023,53,Kornelijus Daunoras,LTU,K1 - Men
2023,54,Denys Kasatskyi,UKR,K1 - Men
2023,55,Matthew Jefferies,NZL,K1 - Men
2023,56,Adrijus Averkina,LTU,K1 - Men
2023,57,Alexandr Korobov,KAZ,K1 - Men
2023,58,Jesus Martinez,CHI,K1 - Men
2023,59,Carl Fiander,SWE,K1 - Men
2023,60,Nikola Dimitriev,MKD,K1 - Men
2023,61,Nikolaos-Emmanouil Pantazis,GRE,K1 - Men
2023,62,Santiago Perez,MEX,K1 - Men
2023,63,Laurits Valtenbergs Egeland,NOR,K1 - Men
2023,64,Luca Batori,ROU,K1 - Men
2023,65,Pradhumna Singh Rathod,IND,K1 - Men
2023,66,Daniel Parry,CAN,K1 - Men
2023,67,Arik Bütikhofer,SUI,K1 - Men
2023,68,Stefan Ribarski,MKD,K1 - Men
2023,69,Isaac Zimmermann,CAN,K1 - Men
2023,70,Kai-Chien Yu,TPE,K1 - Men
2023,71,Arjun Rangaswami Pathiyal,USA,K1 - Men
2023,72,Jonas Schmidt,AUT,K1 - Men
2023,73,Santiago Morfin,MEX,K1 - Men
2023,74,Riley Galea,AUS,K1 - Men
2023,75,Leonards Pavilsons,LAT,K1 - Men
2023,76,Patrick Kozma,ROU,K1 - Men
2023,77,Nils Biermans,NED,K1 - Men
2024,1,Ziga Lin HOCEVAR,SLO,K1 - Men
2024,2,Martin CORNU,FRA,K1 - Men
2024,3,Michal Kopecek,CZE,K1 - Men
2024,4,Jachym Burger,CZE,K1 - Men
2024,5,Martin Panzer,CZE,K1 - Men
2024,6,Michele Pistoni,ITA,K1 - Men
2024,7,Dom Bregar,SLO,K1 - Men
2024,8,Elouan DEBLIQUY,FRA,K1 - Men
2024,9,Titouan ESTANGUET,FRA,K1 - Men
2024,10,Merle Long,AUS,K1 - Men
2024,11,Faust CLOTET JUANMARTI,ESP,K1 - Men
2024,12,Jan Vicente,ESP,K1 - Men
2024,13,Andrea Nardo,ITA,K1 - Men
2024,14,Huiming LI,CHN,K1 - Men
2024,15,Felix Sachers,GER,K1 - Men
2024,16,Gwion WILLIAMS,GBR,K1 - Men
2024,17,Daniel Hodas-Pauler,SVK,K1 - Men
2024,18,Tin KOS,SLO,K1 - Men
2024,19,Xingzhou MING,CHN,K1 - Men
2024,20,Dominic Kasper,SUI,K1 - Men
2024,21,Nils Biermans,NED,K1 - Men
2024,22,Luis Hartmann,GER,K1 - Men
2024,23,Max Steinbrenner,AUT,K1 - Men
2024,24,Thyzzian TORRAS,ESP,K1 - Men
2024,25,Martin's PLAUDIS,LAT,K1 - Men
2024,26,Zihuan CHEN,CHN,K1 - Men
2024,27,Oscar WYLLIE,GBR,K1 - Men
2024,28,David Becke,GER,K1 - Men
2024,29,Marek KULCZYCKI,POL,K1 - Men
2024,30,Daniel PARRY,CAN,K1 - Men
2024,31,Teppei SAITO,JPN,K1 - Men
2024,32,Sevan Billaut,AUS,K1 - Men
2024,33,Oliver Goldsmith,NZL,K1 - Men
2024,34,Joachim JABLONSKI,POL,K1 - Men
2024,35,Arkhyp KRACHKO,UKR,K1 - Men
2024,36,Jakob SEEBACHER,AUT,K1 - Men
2024,37,Jonah Hanrahan,GBR,K1 - Men
2024,38,Vuk BAZIC,SRB,K1 - Men
2024,39,Nicola Pistoni,ITA,K1 - Men
2024,40,Arik Bütikofer,SUI,K1 - Men
2024,41,Alexandr Korobov,KAZ,K1 - Men
2024,42,Kadin NOGAJ,NZL,K1 - Men
2024,43,Rostyslav Matviienko,UKR,K1 - Men
2024,44,Adrijus AVERKINAS,LTU,K1 - Men
2024,45,Noah Wilhelmer,AUT,K1 - Men
2024,46,Naohiro KUNIEDA,JPN,K1 - Men
2024,47,John Coleman CHRISTIE WILLIAMS,USA,K1 - Men
2024,48,Filip Duda,SVK,K1 - Men
2024,49,Milo OBLINGER,SUI,K1 - Men
2024,50,Milutin NEDELJKOVIC,SRB,K1 - Men
2024,51,Jose Augusto VIEIRA DE SOUZA,BRA,K1 - Men
2024,52,Dmytro Sokolov,UKR,K1 - Men
2024,53,Rokas POPIERA,LTU,K1 - Men
2024,54,Jayden PARKER,NZL,K1 - Men
2024,55,Loic Lambermont,NED,K1 - Men
2024,56,Isaac Zimmerman,CAN,K1 - Men
2024,57,Chao Jun LIN,TPE,K1 - Men
2024,58,Andrej Arsovsky,MKD,K1 - Men
2024,59,Yeonsu NA,KOR,K1 - Men
2024,60,Kornelijus Daunoras,LTU,K1 - Men
2024,61,Ilija GJORGJIEV,MKD,K1 - Men
2024,62,Carl FIANDER,SWE,K1 - Men
2024,63,Edward WOERNER,USA,K1 - Men
2024,64,Adrian LIGNE,SWE,K1 - Men
2024,65,Matthew VAN HEERDEN,RSA,K1 - Men
2024,66,James Stamp,AUS,K1 - Men
2024,67,Hung Yu CHU,TPE,K1 - Men
2024,68,Gustaf FIANDER,SWE,K1 - Men
2024,69,Nikita Bogdanov,KAZ,K1 - Men
2024,70,Bennett GEORGE,USA,K1 - Men
2024,71,Martins Macijausks,LAT,K1 - Men
2024,72,Juan Antonio Carrasco Cadillo,PER,K1 - Men
2024,73,Raage MAGAN,DJI,K1 - Men
2024,74,Lachlan Faraday,CAN,K1 - Men
2024,75,Samuel Hodon,SVK,K1 - Men
2024,76,Kristijan Smilev,MKD,K1 - Men
2024,77,Aar MAGAN,DJI,K1 - Men
2025,1,Michal Kopecek,Czech Republic,K1 - Men
2025,2,Ziga Lin HOCEVAR,SLO,K1 - Men
2025,3,Titouan ESTANGUET,FRA,K1 - Men
2025,4,Daniele Romano,ITA,K1 - Men
2025,5,Didac FOZ,ESP,K1 - Men
2025,6,Oier DIAZ,ESP,K1 - Men
2025,7,Joseph Seibert,GER,K1 - Men
2025,8,Gwion WILLIAMS,GBR,K1 - Men
2025,9,Clement DAVY,FRA,K1 - Men
2025,10,Nelian LARYEA,GER,K1 - Men
2025,11,Tadej Tilinger,SLO,K1 - Men
2025,12,Artur MEDVID,SVK,K1 - Men
2025,13,Nicola Pistoni,ITA,K1 - Men
2025,14,Max Steinbrenner,AUT,K1 - Men
2025,15,Michal SMIESKO,CAN,K1 - Men
2025,16,Alexandr Korobov,KAZ,K1 - Men
2025,17,Sevan Billaut,OUT OF,K1 - Men
2025,18,Teppei SAITO,JPN,K1 - Men
2025,19,Tao Petit,FRA,K1 - Men
2025,20,Joachim JABLONSKI,POLE,K1 - Men
2025,21,Hung Yu CHU,TPE,K1 - Men
2025,22,Tim Redling,SUI,K1 - Men
2025,23,Marek KULCZYCKI,POLE,K1 - Men
2025,24,Tyler GEVAERT,CAN,K1 - Men
2025,25,James Stamp,OUT OF,K1 - Men
2025,26,Milo OBLINGER,SUI,K1 - Men
2025,27,Daniel PARRY,CAN,K1 - Men
2025,28,Faust CLOTET JUANMARTI,ESP,K1 - Men
2025,29,David SKUBIK,SVK,K1 - Men
2025,30,Tjas VELIKONJA,SLO,K1 - Men
2025,31,Jayden PARKER,NZL,K1 - Men
2025,32,Harry Kirby,GBR,K1 - Men
2025,33,Kadin NOGAJ,NZL,K1 - Men
2025,34,Joachim Berthelo,BY,K1 - Men
2025,35,Paul Lehner,GER,K1 - Men
2025,36,Brando BELOT DE LA HUNAUDAYE,ITA,K1 - Men
2025,37,Jachym FROHLICH,Czech Republic,K1 - Men
2025,38,Arkhyp KRACHKO,UKR,K1 - Men
2025,39,Joseph SAMPSON,NZL,K1 - Men
2025,40,Filip Duda,SVK,K1 - Men
2025,41,Rostyslav Matviienko,UKR,K1 - Men
2025,42,Fergus PAGE-BROWN,OUT OF,K1 - Men
2025,43,Afonso PINHEIRO,POR,K1 - Men
2025,44,Gordey SHCHEHLOV,POR,K1 - Men
2025,45,Antonio Lima,POR,K1 - Men
2025,46,Adrian LIGNE,SWE,K1 - Men
2025,47,Alexandros CHOULIARAS,GRE,K1 - Men
2025,48,Connar HAAKENSON,USA,K1 - Men
2025,49,Kornelijus Daunoras,LTU,K1 - Men
2025,50,Christos AFRATIS-GEORGIOU,GRE,K1 - Men
2025,51,Nikhil Nijhawan,USA,K1 - Men
2025,52,Dominic Thomas,GBR,K1 - Men
2025,53,Lukas ROHRMEISTER,AUT,K1 - Men
2025,54,Klavs AUZNIEKS,LAT,K1 - Men
2025,55,Rokas POPIERA,LTU,K1 - Men
2025,56,Keisaku KODA,JPN,K1 - Men
2025,57,Konstantinos Basiacos,GRE,K1 - Men
2025,58,Raage MAGAN,DJI,K1 - Men
2025,59,Stanislav Mosunovs,LAT,K1 - Men
2025,60,Nicolas RIVADENEYRA,ECU,K1 - Men
2025,61,Martin Panzer,Czech Republic,K1 - Men
2025,62,Nil CHECA BARO,AND,K1 - Men
2025,63,Jakob SEEBACHER,AUT,K1 - Men
2025,64,Dags Poksans,LAT,K1 - Men
2025,66,Oleksii Batashev,UKR,K1 - Men
2025,67,Scott Venniker,RSA,K1 - Men
2025,68,Yu Chia LIN,TPE,K1 - Men
2025,69,Mateusz HAMERSKI,POLE,K1 - Men
2025,70,Loic Lambermont,NED,K1 - Men
2025,71,Barrie TEUNISSEN,NED,K1 - Men
2025,72,Arik Bütikofer,SUI,K1 - Men
2025,73,James GOTTE,RSA,K1 - Men
2025,74,Aar MAGAN,DJI,K1 - Men
2025,650,Adrijus AVERKINAS,LTU,K1 - Men
2026,1,Max STEINBRENNER,AUT,K1 - Men
2026,2,Leo ROYE,FRA,K1 - Men
2026,3,Marek KULCZYCKI,POL,K1 - Men
2026,4,Filip DUDA,SVK,K1 - Men
2026,5,Dominik EGYHAZY,SVK,K1 - Men
2026,6,Sid GRIFFITHS,GBR,K1 - Men
2026,7,Arkhyp KRACHKO,UKR,K1 - Men
2026,8,Oliver FINA,ITA,K1 - Men
2026,9,Milo OBLINGER,AUT,K1 - Men
2026,10,Magi MOYES,ESP,K1 - Men
2026,11,Kilian KÄDING,GER,K1 - Men
2026,12,Lars Aaron SENONER,ITA,K1 - Men
2026,13,Jakob SEEBACHER,AUT,K1 - Men
2026,14,Theo CHETOUI,FRA,K1 - Men
2026,15,Matus EGYHAZY,SVK,K1 - Men
2026,16,Alex CLEATOR,GBR,K1 - Men
2026,17,Fergus PAGE-BROWN,AUS,K1 - Men
2026,18,Hung-Yu CHU,TPE,K1 - Men
2026,19,Tadej TILINGER,SLO,K1 - Men
2026,20,Jakob UNGVARI,GER,K1 - Men
2026,21,Simon SVOBODA,CZE,K1 - Men
2026,22,Wiktor MAZUREK,POL,K1 - Men
2026,23,Jake Thomas MITCHELL,GBR,K1 - Men
2026,24,Mario DEL TESO,ESP,K1 - Men
2026,25,Tim REDLING,SUI,K1 - Men
2026,26,Adam REZEK,CZE,K1 - Men
2026,27,Liam LE TOUZE,FRA,K1 - Men
2026,28,Jan JANCAR,SLO,K1 - Men
2026,29,Krzysztof DUSIK,POL,K1 - Men
2026,30,Kristijan SMILEV,MKD,K1 - Men
2026,31,Marco BACCHIN,ITA,K1 - Men
2026,32,Fameng SHU,CHN,K1 - Men
2026,33,Munro MACQUEEN,AUS,K1 - Men
2026,34,Simon ECKER,GER,K1 - Men
2026,35,Wyatt CHRISTIE-WILLIAMS,USA,K1 - Men
2026,36,Artem KABAK,UKR,K1 - Men
2026,37,Mateo MARETIC,CRO,K1 - Men
2026,38,Mustafa MATIBOEV,UZB,K1 - Men
2026,39,Alexandros CHOULIARAS,GRE,K1 - Men
2026,40,Didac FOZ,ESP,K1 - Men
2026,41,Nil CHECA BARO,AND,K1 - Men
2026,42,Loic LAMBERMONT,NED,K1 - Men
2026,43,Svit KONRAD,SLO,K1 - Men
2026,44,Simao CESAR,POR,K1 - Men
2026,45,Dimitrios ZACHOS,GRE,K1 - Men
2026,46,Antonio LIMA,POR,K1 - Men
2026,47,Joachim BERTHELOT,PER,K1 - Men
2026,48,Martin PEIKER,EST,K1 - Men
2026,49,Michal SMIESKO,CAN,K1 - Men
2026,50,Ibrokhimjon NOSIRJONOV,UZB,K1 - Men
2026,51,Petar HABEK,CRO,K1 - Men
2026,52,Rokas POPIERA,LTU,K1 - Men
2026,53,Delfo BOSSHARD,SUI,K1 - Men
2026,54,Gerson OLIVEIRA,BRA,K1 - Men
2026,55,Tyler GEVAERT,CAN,K1 - Men
2026,56,Adrian LIGNE,SWE,K1 - Men
2026,57,Marius RHEIN,SUI,K1 - Men
2026,58,Jayden PARKER,NZL,K1 - Men
2026,59,William RAINEY,USA,K1 - Men
2026,60,Asilbek ERNAZAROV,UZB,K1 - Men
2026,61,George NOR,CAN,K1 - Men
2026,62,Pavel DIMOVSKI,MKD,K1 - Men
2026,63,Timur RYNK,KAZ,K1 - Men
2026,64,Shun YANG,CHN,K1 - Men
2026,65,Quinn MCCUTCHEON,NZL,K1 - Men
2026,66,Rodrigo CERQUEIRA,POR,K1 - Men
2026,67,Huajian YANG,CHN,K1 - Men
2026,68,Simon GUIOT,HUN,K1 - Men
2026,69,Gergely NESZMELYI,HUN,K1 - Men
2026,70,Daniel BARTOK,HUN,K1 - Men
2026,71,Davi RIBEIRO,BRA,K1 - Men
2026,72,Tobias NOVAK,CZE,K1 - Men
2026,73,Tijn VAN DE VORST,NED,K1 - Men
2026,74,James GOTTE,RSA,K1 - Men
2026,75,Connar HAAKENSON,USA,K1 - Men
2026,76,Kornelijus DAUNORAS,LTU,K1 - Men
2026,77,Rostyslav MATVIIENKO,UKR,K1 - Men
2026,78,Pascual FIERRO,CHI,K1 - Men
2026,79,Rian O'HARE,IRL,K1 - Men
2026,80,Alexander NAGEL,NZL,K1 - Men
2026,81,Luca THAVARASAH,AUS,K1 - Men
2026,82,Benas STYRA,LTU,K1 - Men
2026,83,Ralfs LIEBUS,LAT,K1 - Men
2026,84,Filip PETRUSHEV,MKD,K1 - Men
2026,85,Jayden DAVIS,RSA,K1 - Men
2026,86,Barrie TEUNISSEN,NED,K1 - Men
2026,87,Conor DORRAN,IRL,K1 - Men
2026,88,Dags POKSANS,LAT,K1 - Men
2026,89,Gerardo CARRERA,ECU,K1 - Men
2026,90,Roman BELOSLYUDOV,KAZ,K1 - Men
2026,91,David DENT,RSA,K1 - Men
